vendor_name,vendor_category,vendor_state,vendor_area,vendor_city,property_type,venue_start_year,vendor_address,vendor_contact_info,vendor_google_map,no_of_rooms,per_room_price,starting_decor_price,veg_price_per_plate,nonveg_price_per_plate,destination_price,destination_details,small_party_venue,space_available,parking_policy,catering_policy,decor_policy,dj_policy,alcohol_policy,event_space_name_1,event_space_type_1,seating_guests_1,floating_guests_1,event_space_name_2,event_space_type_2,seating_guests_2,floating_guests_2,event_space_name_3,event_space_type_3,seating_guests_3,floating_guests_3,event_space_name_4,event_space_type_4,seating_guests_4,floating_guests_4,event_space_name_5,event_space_type_5,seating_guests_5,floating_guests_5,event_space_name_6,event_space_type_6,seating_guests_6,floating_guests_6,event_space_name_7,event_space_type_7,seating_guests_7,floating_guests_7,event_space_name_8,event_space_type_8,seating_guests_8,floating_guests_8
Kalyan Place,Wedding Venues,83,Mandore,2037,Lawn & Banquet Hall,,"Rishikesh Nagar, Mandore, Jodhpur, Rajasthan, India",7568392894,"https://www.google.com/maps?q=26.34141259999999,73.0619261",,,,700,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,700,1000,Hall ,Indoor Area,350,500,,,,,,,,,,,,,,,,,,,,,,,,
Shankar Garden,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"Nagori Bera Rd, Hans lav ki paal, Mandore, Jodhpur, Rajasthan, India",9414449398,"https://www.google.com/maps?q=26.3422903,73.0490781",,,,650,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bon Voyage Club,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,,9351552801,,,,,500,600,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Banquet Hall,Indoor Area,450,700,Lawn,Outdoor Area,350,500,,,,,,,,,,,,,,,,,,,,,,,,
Kasturi Orchid,Wedding Venues,83,Khema-Ka-Kuwa,2037,Hotel,,"Kasturi Orchid, Jodhpur",8094008346,"https://www.google.com/maps?q=26.2230894,72.96833790000005",46 Rooms,"5,000","100,000",800,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",The Great Hall ,Indoor Area,250,1000,Lawn,Indoor Area,3600,5000,Harmony Hall,Indoor Area,50,80,Celebration Hall ,Indoor Area,200,300,Flavours -Restaurant ,Indoor Area,80,100,Rooms ,Indoor Area,3,3,,,,,,,,
Baijoo Niwas,Wedding Venues,83,Bhistiyon Ka Bas,2037,Wedding Lawn,,"Baijoo Niwas - Heritage Boutique Hotel, Jodhpur, inside Sojati Gate, near Rajdadi Hospital, Rawaton Ka Bass, Jodhpur, Rajasthan, India",8690023107,"https://www.google.com/maps?q=26.288347,73.02309160000001",7 Rooms,"3,800",,549,749,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,100,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel City Square,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"Hotel City Square, Balotra, Rajasthan, India",9928176060,"https://www.google.com/maps?q=26.7371684,72.8743127249123",18 Rooms,"2,000",,600,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,60,100,Lawn,Outdoor Area,300,500,,,,,,,,,,,,,,,,,,,,,,,,
Hotel NXT,Wedding Venues,83,Ajit Colony,2037,Wedding Lawn,,"Ajit Colony, Jodhpur, Rajasthan, India",2912510474,"https://www.google.com/maps?q=26.2843677,73.0359833",20 Rooms,"2,000",,500,600,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn ,Outdoor Area,400,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavitra's Jodhpur,Wedding Venues,83,Jwala Vihar,2037,Wedding Lawn,,Pavitra's Jodhpur,9829252078,"https://www.google.com/maps?q=26.2786231,72.9882106",,"500,000",,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Residency Road Hall & Lawn,Indoor & Outdoor Area,300,650,Akhaliya Circle Hall & Lawn,Indoor & Outdoor Area,200,400,Pavitra's Marriage Garden,Outdoor Area,3000,7500,,,,,,,,,,,,,,,,,,,,
Medatia Garden,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Pal Balaji, Bhadu Market, Jodhpur, Rajasthan, India",9460156941,"https://www.google.com/maps?q=26.237829,72.969082",,,,700,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,800,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTR Resort and Marriage Garden,Wedding Venues,83,Bhadu Market,2037,Lawn & Banquet Hall,,"KTR RESORT AND MARRIAGE GARDEN, Jaisalmer Bypass Road, near vitraag city, Bhadu Market, Jodhpur, Rajasthan, India",9649709768,"https://www.google.com/maps?q=26.2354826,72.95189819999996",10 Rooms,"2,000",,450,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,150,250,Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,
Jodhpur Heritage,Wedding Venues,83,Bhadu Market,2037,Small Function Hall,,"Jodhpur Heritage, Pal Road, Roop Nagar, Bhadu Market, Jodhpur, Rajasthan, India",9358720817,"https://www.google.com/maps?q=26.24410429999999,72.9727182",18 Rooms,"3,000","15,000",30000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet Hall,Indoor Area,70,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charan Sabha Bhawan,Wedding Venues,83,Paota,2037,Lawn & Banquet Hall,,"Charan Sabha Bhawan, Bhagat Singh Marg, Nagori Gate, Paota, Jodhpur, Rajasthan, India",9001039086,"https://www.google.com/maps?q=26.303732,73.03517099999999",,"25,000",,350,450,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet hall,Indoor Area,250,400,Outdoor,Outdoor Area,350,600,,,,,,,,,,,,,,,,,,,,,,,,
Shri Agrasen Sansthan Bhawan,Wedding Venues,83,Chopasni Housing Board,2037,Lawn & Banquet Hall,,"Shri Agrasen Sansthan Bhawan, Chopasni Housing Board, Jodhpur, Rajasthan, India",2912752822,"https://www.google.com/maps?q=26.272056,72.97937399999999",,,,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,200,300,Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,
Gul Marriage Palace,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,,9828076800,,,,,400,450,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,700,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree House Rajbagh Hotel Jodhpur,Wedding Venues,83,Bhadu Market,2037,4 Star Hotel,,"Treehouse Raj Bagh, A Boutique Heritage Hotel, Jhanwar Road, Jodhpur, Rajasthan, India",8003191134,"https://www.google.com/maps?q=26.234976,72.93470249999996",25 Rooms,"2,500",,650,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Indoor Banquet,Indoor Area,50,100,Outdoor Banquet,Outdoor Area,1000,2500,,,,,,,,,,,,,,,,,,,,,,,,
King's Resort,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Jhanwar Rd, Bhadu Market, Jodhpur, Rajasthan 342008",9829473075,"https://www.google.com/maps?q=26.2498869,72.95938509999999",,,,1100,1200,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",lawn,Outdoor Area,400,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandelao Garh,Wedding Venues,83,Jodhpur,2037,Resort,,"Chandelao Garh, SH 58, Chandelao, Rajasthan, India",9214403292,"https://www.google.com/maps?q=26.2508333,73.39638889999999",23 Rooms,"3,500",,500,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Balaji Vatika,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Bhadu Market, Jodhpur, Rajasthan, India",2249478528,"https://www.google.com/maps?q=26.2460246,72.9621131",,"75,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Decorators from panel only,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",lawn,Outdoor Area,500,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Pal Palace,Wedding Venues,83,Cantt Area,2037,Banquet Hall,,"BJS Colony, Jodhpur, Rajasthan, India",8599932111,"https://www.google.com/maps?q=26.3033154,73.0615957",13 Rooms,"2,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet Hall,Indoor Area,300,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Bagh,Wedding Venues,83,Rawat Nagar,2037,Lawn & Banquet Hall,,"nand Bagh, Ram Sagar Road, Maderana Colony, Jodhpur, Rajasthan, India",9413323328,"https://www.google.com/maps?q=26.3234097,73.06352319999999",2 Rooms,,,45000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,300,500,Hall,Indoor Area,150,200,,,,,,,,,,,,,,,,,,,,,,,,
Royal Marwar Club,Wedding Venues,83,Air Force Area,2037,Lawn & Banquet Hall,,"Ratanada, Jodhpur, Rajasthan, India",2912972866,"https://www.google.com/maps?q=26.2738937,73.03074090000001",,,,650,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Hall ,Indoor Area,200,300,Lawn ,Outdoor Area,450,700,,,,,,,,,,,,,,,,,,,,,,,,
WelcomHeritage Bal Samand Lake Palace,Wedding Venues,83,Jodhpur,2037,Resort,,,9717684809,,36 Rooms,"7,400","130,000",3500,3500,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Poolside space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Palace Lawn,Outdoor Area,120,200,Lake Terrace,Outdoor Area,60,100,Pool Side,Poolside Area,600,900,Front Lawn,Outdoor Area,350,800,Gold Flaw Main Lawn,Outdoor Area,1600,2500,,,,,,,,,,,,
Shri Rupam Vatika,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"New Nagour Rd, Mandore, Jodhpur, Rajasthan 342304",8048127036,"https://www.google.com/maps?q=26.3408494,73.06161349999999",,,,800,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,Parking is available near the venue,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,500,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laxmangarh Resort,Wedding Venues,83,Bhadu Market,2037,Lawn & Banquet Hall,,"Laxmangarh Resort, Unnamed Road, Gopal Bari, Jodhpur, Rajasthan, India",9414031111,"https://www.google.com/maps?q=26.2501446,72.9472661",,,,700,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet,Indoor Area,100,150,Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,
Sindhu Pushtikar Bhavan,Wedding Venues,83,Chopasni Housing Board,2037,Wedding Lawn,,"Sindhu Pushtikar Bhavan, Sector 17, Chopasni Housing Board, Jodhpur, Rajasthan, India",2912637688,"https://www.google.com/maps?q=26.2652773,72.966599",,,,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,400,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Food Zone Pure Vegetarian Restaurant,Wedding Venues,83,Ratanada,2037,Party Restaurant / Lounge,,"The Food Zone Pure Vegetarian Restaurant, Bhaskar Circle, Panchwati Colony, Ratanada, Jodhpur, Rajasthan, India",9252113917,"https://www.google.com/maps?q=26.273629,73.0309393",1 Rooms,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Residency Palace,Wedding Venues,83,Ratanada,2037,Wedding Lawn,,"OYO 4022 Hotel Residency Palace, Ratanada, Jodhpur, Rajasthan, India",8696800000,"https://www.google.com/maps?q=26.2707687,73.03025629999999",23 Rooms,"5,000",,40000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Terrace / Rooftop space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,50,70,Rooftop,Outdoor Area,50,70,,,,,,,,,,,,,,,,,,,,,,,,
Gokul Vatika,Wedding Venues,83,Soorsagar,2037,Banquet Hall & Lawn,,"Gokul Vatika, By pass road, Soorsagar, Jodhpur, Rajasthan, India",9509728795,"https://www.google.com/maps?q=26.3165461,73.001528",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall + Lawn Area,Indoor & Outdoor Area,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raj Ranbanka Resorts,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"Raj Ranbanka Resorts And Restaurants And marriage garden, National Highway 65, Thakur Virendra Nagar, Mandore, Jodhpur, Rajasthan, India",8094387667,"https://www.google.com/maps?q=26.3445942,73.03868",10 Rooms,"1,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn Area,Outdoor Area,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keteshwar Watika,Wedding Venues,83,Bhadu Market,2037,Lawn & Banquet Hall,,Pal Gaon Jodhpur Jodhpur,7014272424,"https://www.google.com/maps?q=26.21882009999999,72.9557322",,,,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,150,250,Lawn,Outdoor Area,500,750,,,,,,,,,,,,,,,,,,,,,,,,
Shanti Vatika,Wedding Venues,83,Kabir Nagar,2037,Wedding Lawn,,"Shanti Vatika, Soorsagar Main Rd, Near baba Ramdev Mandir,Kaulramji ki Bawadi, Soorsagar, Jodhpur, Rajasthan, India",7877608411,"https://www.google.com/maps?q=26.315441,73.003175",,,,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,450,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hariyali Dhani Camps & Resort,Wedding Venues,83,Jodhpur,2037,Resort,,"Hariyali Dhani Camps & Resort, Tehsil – Shergarh, Distt, 51 Miles, Dheerpura, Rajasthan, India",9610947999,"https://www.google.com/maps?q=26.4536789,72.4262494",40 Rooms,,,650,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,2000,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sita Mahal Marriage Hall,Wedding Venues,83,Chopasni Housing Board,2037,Lawn & Banquet Hall,,Jwala Vihar Jodhpur Jodhpur,9828035107,"https://www.google.com/maps?q=26.27035369999999,72.9733992",,,,600,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available ,  Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Hall,Indoor Area,150,250,Lawn,Outdoor Area,700,1000,,,,,,,,,,,,,,,,,,,,,,,,
Pukhraj Garh,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Pukhraj Garh A Heritage Homestay, Goshala Road, Salawas, Jodhpur, Rajasthan, India",9414720724,"https://www.google.com/maps?q=26.1109895,72.9849995",10 Rooms,"4,500",,450,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,1500,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sukhani Farms,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Sukhani Farm's, Gopal Bari, Chaukhan, Rajasthan, India",9414130652,"https://www.google.com/maps?q=26.25260879999999,72.9375179",,,,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,300,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N S Garden,Wedding Venues,83,Baldev Nagar,2037,Lawn & Banquet Hall,,"Pal Road, Jodhpur - 342001",9680173738,"https://www.google.com/maps?q=26.2695699,72.98764229999999",,,,600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banqyut,Indoor Area,200,350,Lawn,Outdoor Area,450,800,,,,,,,,,,,,,,,,,,,,,,,,
Navratna Heritage Guest House & Lawns,Wedding Venues,83,Sardarpura,2037,Wedding Lawn,,"Navratna Heritage Guest House & Lawns, D Road, opposite Andrews Hall, Sardarpura, Jodhpur, Rajasthan, India",9460105875,"https://www.google.com/maps?q=26.2749372,73.0094794",15 Rooms,"1,500",,300,450,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,350,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachranga Resort,Wedding Venues,83,Khema-Ka-Kuwa,2037,Wedding Lawn,,"AIIMS Rd, Vivekanand Nagar, Khema-Ka-Kuwa, Jodhpur, Rajasthan, India",9829563564,"https://www.google.com/maps?q=26.2474693,72.9793279",,,,450,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,1350,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geeta Sankar Garden,Wedding Venues,83,Mandore,2037,Wedding Lawn,,"Geeta Sankar Garden, New Nagour Road, Rishikesh Nagar, Mandore, Jodhpur, Rajasthan, India",9314716704,"https://www.google.com/maps?q=26.3490626,73.06344399999999",,"30,000",,600,700,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,600,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devi Farm House,Wedding Venues,83,Mandore,2037,Farmhouse,,"Mandore, Jodhpur, Rajasthan, India",9024539034,"https://www.google.com/maps?q=26.3427037,73.0443233",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Sheetal,Wedding Venues,83,Kabir Nagar,2037,Banquet Hall,,"Hotel Sheetal, Kabir Nagar, Jodhpur, Rajasthan, India",8619152506,"https://www.google.com/maps?q=26.2954875,72.99209619999999",18 Rooms,"3,000",,15000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet,Indoor Area,200,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Krisnha Vatika,Wedding Venues,83,Soorsagar,2037,Wedding Lawn,,"Soorsagar Road, Sukhram Nagar, Kabir Nagar, Jodhpur, Rajasthan 342001, India",9571582036,"https://www.google.com/maps?q=26.307148,73.0010652",,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Outside caterering only,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,1000,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Marwar Excellency,Wedding Venues,83,Sardarpura,2037,Hotel,,"Hotel Marwar Excellency, Jodhpur",8560928849,"https://www.google.com/maps?q=26.27499,73.00022799999999",35 Rooms,"2,000","25,000",300,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Hall 1,Indoor Area,30,80,Hall 2,Indoor Area,50,120,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Beniwal Palace,Wedding Venues,83,Cantt Area,2037,Banquet Hall,,"Hotel Beniwal Palace, Hanwant Nagar, East Patel Nagar, Jodhpur, Rajasthan, India",9928429674,"https://www.google.com/maps?q=26.2788979,73.03731069999999",26 Rooms,"3,500",,650,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalsa Lawn,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Paliwal Eye Hospital, near Spicy Kitchen Restaurant, Bhadu Market, Jodhpur, Rajasthan, India",9829077962,"https://www.google.com/maps?q=26.243748,72.973023",,,,475,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,Parking is available near the venue,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,200,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganpati Garden,Wedding Venues,83,Khema-Ka-Kuwa,2037,Wedding Lawn,,"Gulab Nagar, Khema-Ka-Kuwa, Jodhpur, Rajasthan, India",9314711750,"https://www.google.com/maps?q=26.2451286,72.98847769999999",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,1250,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raghav Villas,Wedding Venues,83,Air Force Area,2037,Lawn & Banquet Hall,,"Raghav Villas, Cantt Area, Jodhpur, Rajasthan, India",9166996090,"https://www.google.com/maps?q=26.27001,73.038754",18 Rooms,"2,000",,400,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,600,1000,Hall,Indoor Area,100,150,,,,,,,,,,,,,,,,,,,,,,,,
